#2026-07-23 20:38:50 ---
#Time	01/进气温度/---	01/废气温度1，气缸列1/---	01/微粒过滤器之前的废气温度/---	01/颗粒过滤器中的废气温度，计算所得/---	01/气缸列1颗粒过滤器入口，温度传感器1，原始值/---	01/气缸列1颗粒过滤器出口，温度传感器1，原始值/---	01/颗粒过滤器，颗粒过滤器上游的相对压力/---	01/颗粒过滤器，油灰质量（克）/---	01/颗粒过滤器，负荷级/---	01/发动机转速/---	01/车速/---	01/微粒过滤器，压差/---	01/颗粒过滤器，测得的机油灰分负荷/---	01/颗粒过滤器，测得的积碳负荷/---	01/颗粒过滤器，计算出的积碳负荷/---	01/颗粒过滤器，水分负荷/---	01/相对负荷值/---	01/微粒过滤器，计算的碳微粒质量/---	01/颗粒过滤器，积灰量比例/---	01/颗粒过滤器，炭灰量比例/---	01/催化转化器温度，模型/---	01/催化转换器后的气缸列 1 氧传感器，计算所得废气温度/---	01/增压压力，实际值/---	
#Time	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	
#ms	℃	℃	℃	℃	℃	℃	hPa	g	-	rpm	km/h	hPa	%	%	%	%	%	mg	-	-	℃	℃	hPa	
41731	45	53.2	54.5	43.8	54.5	33.2	2.12	4.57	0	895	0	0.31	5.5	20.4	0.0	1.6	41.79	58	1.2758	2.0273	35	35.03	977.42	
42311	45	54.6	54.8	43.6	54.8	33.2	2.12	4.57	0	890	0	0.31	5.5	20.4	0.0	1.6	41.81	58	1.2758	2.0273	35	35.33	979.06	
42882	45	55.9	55.2	44.2	54.8	32.8	2.12	4.57	0	899	0	0.31	5.5	20.4	0.0	1.6	42.12	58	1.2758	2.0273	35	35.55	980.31	
43600	45	57.4	55.5	44.3	55.5	33.2	2.12	4.57	0	888	0	0.31	5.5	20.4	0.0	1.6	41.98	58	1.2758	2.0273	35	36.04	981.48	
44210	45	58.8	55.8	44.7	56.2	33.5	2.12	4.57	0	904	0	0.31	5.5	20.4	0.0	1.6	41.88	58	1.2758	2.0273	35	36.34	981.02	
44765	45	60.8	56.2	45.0	56.2	33.2	2.12	4.57	0	890	0	0.31	5.5	20.4	0.0	1.6	41.06	58	1.2758	2.0273	35	36.74	980.00	
45285	45	62.3	57.2	45.0	57.2	33.8	2.12	4.57	0	886	0	0.31	5.5	20.4	0.0	1.6	41.25	58	1.2758	2.0273	35	37.05	979.53	
45806	45	63.8	57.2	45.3	56.8	33.5	2.12	4.57	0	901	0	0.31	5.5	20.4	0.0	1.6	41.74	58	1.2758	2.0273	35	37.44	980.23	
46372	45	65.4	56.8	45.2	57.2	33.8	2.12	4.57	0	891	0	0.31	5.5	20.4	0.0	1.6	41.53	58	1.2758	2.0273	35	37.84	980.62	
46895	45	67.0	57.2	45.3	57.5	33.2	2.12	4.57	0	880	0	0.56	5.5	20.4	0.0	2.0	41.46	58	1.2758	2.0273	35	38.24	980.00	
47430	45	68.7	57.5	45.5	57.5	33.5	2.12	4.57	0	892	0	0.31	5.5	20.4	0.0	2.0	40.64	58	1.2758	2.0273	35	38.64	979.22	
48079	45	70.4	57.8	45.8	57.8	33.5	2.12	4.57	0	887	0	0.31	5.5	20.4	0.0	2.0	41.34	58	1.2758	2.0273	35	39.13	978.59	
48602	45	72.3	58.5	46.0	58.5	33.8	2.12	4.57	0	909	0	0.31	5.5	20.4	0.0	2.0	41.23	58	1.2758	2.0273	35	39.65	979.53	
49211	45	74.3	58.5	46.0	58.5	33.5	2.12	4.57	0	863	0	0.56	5.5	20.4	0.0	2.0	42.66	58	1.2758	2.0273	40	40.14	978.12	
49806	45	76.3	58.8	46.3	58.5	34.2	1.56	4.57	0	976	0	1.12	5.5	20.4	0.0	2.0	48.91	58	1.2758	2.0273	40	40.84	983.28	
50397	45	78.2	59.2	46.1	59.5	33.5	2.12	4.57	0	908	0	0.56	5.5	20.4	0.0	2.0	57.84	58	1.2758	2.0273	40	41.55	997.66	
51015	45	80.6	59.5	46.3	59.2	33.8	2.12	4.57	0	963	2	1.62	5.5	20.4	0.0	2.0	61.59	58	1.2758	2.0273	40	42.25	1,031.09	
51554	45	83.6	59.5	46.5	59.2	33.5	1.75	4.57	0	986	3	1.62	5.5	20.4	0.0	2.0	56.06	58	1.2758	2.0273	40	42.93	1,045.55	
52087	45	86.2	59.8	46.5	59.8	33.8	1.94	4.57	0	950	4	1.38	5.5	20.4	0.0	2.0	52.80	58	1.2758	2.0273	40	43.63	1,038.28	
52768	45	88.8	60.2	47.0	59.8	34.5	1.75	4.57	0	981	4	1.62	5.5	20.4	0.0	2.4	51.68	58	1.2758	2.0273	40	44.73	1,035.16	
53338	45	91.7	60.5	47.1	59.8	34.2	1.75	4.57	0	985	5	1.94	5.5	20.4	0.0	2.4	49.20	58	1.2758	2.0273	45	45.65	1,034.84	
53861	45	94.8	60.5	47.3	60.5	34.2	1.75	4.58	0	1,002	5	1.12	5.5	20.4	0.0	2.4	46.59	58	1.2758	2.0273	45	46.44	1,026.56	
54383	44	97.6	61.2	47.6	61.2	34.5	1.56	4.58	0	975	5	1.12	5.5	20.4	0.0	2.4	44.67	58	1.2758	2.0273	45	47.33	1,013.75	
54913	44	100.1	61.5	48.0	61.2	34.5	1.75	4.58	0	937	5	0.56	5.5	20.4	0.0	2.4	43.85	58	1.2758	2.0273	45	48.34	1,003.12	
55441	44	102.9	61.2	47.8	60.8	34.5	1.94	4.58	0	931	6	0.56	5.5	20.4	0.0	2.4	44.06	58	1.2758	2.0273	45	49.23	995.94	
55976	44	105.4	61.8	48.0	62.2	34.5	1.94	4.58	0	946	6	0.56	5.5	20.4	0.0	2.4	44.46	58	1.2758	2.0273	50	50.03	994.84	
56536	44	108.5	61.8	48.1	61.8	34.5	1.94	4.58	0	917	5	0.56	5.5	20.4	0.0	2.4	41.11	58	1.2758	2.0273	50	51.13	994.69	
57142	44	111.2	62.5	48.5	62.2	34.5	1.94	4.58	0	903	3	0.31	5.5	20.4	0.0	2.4	39.09	58	1.2758	2.0273	50	52.23	984.84	
57681	44	113.9	62.2	48.8	62.2	34.8	2.12	4.58	0	873	1	0.56	5.5	20.4	0.0	2.4	40.41	58	1.2758	2.0273	50	53.15	979.45	
58303	44	116.9	62.5	48.1	62.5	35.2	2.12	4.58	0	1,001	0	0.56	5.5	20.4	0.0	2.4	49.55	58	1.2758	2.0273	50	54.53	984.61	
58907	44	120.4	62.5	48.8	62.5	35.2	1.56	4.58	0	1,023	0	1.94	5.5	20.4	0.0	2.7	50.93	58	1.2758	2.0273	55	55.75	1,008.12	
59433	45	123.5	62.8	49.0	63.2	35.2	1.56	4.58	0	1,033	0	1.94	5.5	20.4	0.0	2.7	53.84	58	1.2758	2.0273	55	56.94	1,019.69	
59987	45	126.8	62.8	49.0	62.5	35.5	1.56	4.58	0	1,006	1	2.19	5.5	20.4	0.0	2.7	60.07	58	1.2758	2.0273	55	58.35	1,033.52	
60514	45	130.1	63.2	49.3	63.2	35.5	1.56	4.58	0	1,014	2	2.75	5.5	20.4	0.0	2.7	60.61	58	1.2758	2.0273	55	59.64	1,049.14	
61050	45	133.8	63.5	49.3	63.8	35.2	1.75	4.58	0	986	3	2.19	5.5	20.4	0.0	2.7	56.48	58	1.2758	2.0273	60	61.05	1,054.30	
61743	45	137.9	63.8	49.3	63.8	35.5	2.12	4.58	0	922	3	0.81	5.5	20.4	0.0	2.7	51.12	58	1.2758	2.0273	60	62.85	1,037.42	
62271	45	141.2	63.8	49.6	63.5	35.2	1.75	4.58	0	969	3	1.62	5.5	20.4	0.0	2.7	51.42	58	1.2758	2.0273	60	64.23	1,030.39	
62809	44	145.6	64.2	49.7	64.2	35.5	1.56	4.58	0	1,008	3	1.94	5.5	20.4	0.0	2.7	51.28	58	1.2758	2.0273	65	65.94	1,038.12	
63330	44	149.1	64.2	50.1	64.5	35.5	1.56	4.58	0	989	2	1.94	5.5	20.4	0.0	3.1	47.23	58	1.2758	2.0273	65	67.44	1,032.81	
63882	44	152.9	64.2	50.0	64.5	35.5	1.94	4.58	0	917	1	0.56	5.5	20.4	0.0	3.1	45.89	58	1.2758	2.0273	65	68.85	1,015.23	
64389	44	156.5	64.5	50.1	64.8	35.5	1.94	4.58	0	1,007	0	1.38	5.5	20.4	0.0	3.1	46.38	58	1.2758	2.0273	70	70.63	1,010.86	
64889	44	160.0	64.8	50.1	64.5	35.5	1.75	4.58	0	989	0	1.62	5.5	20.4	0.0	3.1	51.91	58	1.2758	2.0273	70	72.25	1,011.48	
65429	44	163.6	65.2	50.6	65.2	35.5	2.25	4.58	0	996	1	3.00	5.5	20.4	0.0	3.1	70.03	58	1.2758	2.0273	70	73.94	1,048.67	
65969	45	168.1	64.8	50.7	65.2	35.5	1.25	4.58	0	1,024	3	3.50	5.5	20.4	0.0	3.1	63.82	58	1.2758	2.0273	75	75.83	1,060.47	
66512	45	172.7	65.2	50.7	65.5	36.2	1.44	4.58	0	1,047	4	3.00	5.5	20.4	0.0	3.1	52.17	58	1.2758	2.0273	75	78.13	1,038.12	
67036	45	177.2	65.5	50.7	65.2	36.2	1.75	4.58	0	1,010	5	0.81	5.5	20.4	0.0	3.1	48.87	58	1.2758	2.0273	80	79.94	1,012.19	
67545	45	181.2	65.8	50.8	65.5	36.5	2.12	4.58	0	1,091	6	2.75	5.5	20.4	0.0	3.1	62.60	58	1.2758	2.0273	80	81.93	1,019.61	
68061	45	185.7	65.8	51.1	66.2	36.2	2.25	4.58	0	1,461	7	4.06	5.5	20.4	0.0	3.5	60.26	58	1.2758	2.0273	80	84.13	1,020.70	
68582	45	191.1	65.8	50.8	65.8	36.5	1.94	4.58	0	1,300	9	5.44	5.5	20.4	0.0	3.5	57.89	58	1.2758	2.0273	85	86.43	1,008.83	
69129	45	196.1	66.2	51.3	66.2	36.2	1.75	4.58	0	1,332	10	5.12	5.5	20.4	0.0	3.5	55.38	58	1.2758	2.0273	85	89.33	1,003.98	
69803	45	202.3	66.5	51.1	66.5	36.5	1.75	4.58	0	1,296	11	5.44	5.5	20.4	0.0	3.5	57.98	58	1.2758	2.0273	90	92.94	1,019.61	
